"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","小松島市総合福祉センター","横須町11-7","34.001218","134.593855","","","","","","","","","","","0885-33-2255","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","小松島中学校","日開野町字弥三次3-1","34.002741","134.576812","","","","","","","","","","","0885-32-2044","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","南小松島小学校","小松島町字高須36","34.005116","134.585502","","","","","","","","","","","0885-32-0149","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","小松島小学校","神田瀬町2-63","34.010106","134.58061","","","","","","","","","","","0885-32-0128","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","桧西集会所","鳴門市大麻町桧字ダンノ上32-4","34.154025","134.491341","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","リューネの森集会所","鳴門市大麻町桧字中山田13-151","34.157768","134.492137","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","椎尾谷集会所","鳴門市大麻町桧字椎尾谷35-2","34.1682139408122","134.493912321846","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","川原場集会所","鳴門市大麻町桧字コモガ池90-2","34.149218","134.496742","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","桧集会所","鳴門市大麻町桧字野神ノ北31－5","34.155732","134.496166","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","板東公民館","鳴門市大麻町板東字宝蔵103-1","34.154005","134.505269","","","","","","","","","","","088-689-3360","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波,内水氾濫",""
"","平草集会所","鳴門市大麻町板東字西平草62-12","34.164557","134.503756","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","霊山寺集会所","鳴門市大麻町板東字西山田32","34.159275","134.501667","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","共栄集会所","鳴門市大麻町板東字采女120-4","34.153053","134.50326","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","山田集会所","鳴門市大麻町板東字東山田57-2","34.157273","134.507348","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","大西集会所","鳴門市大麻町板東字采女48-7","34.155169","134.501705","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","舞姫会館","鳴門市大麻町板東字牛ノ宮東16-3","34.153186","134.510451","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","板東小学校（体育館）","鳴門市大麻町板東字宝蔵60","34.15629132","134.5039527","","","","","","","","","","","088-689-1222","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波,内水氾濫",""
"","板東連絡所","鳴門市大麻町板東字宝蔵65","34.156636","134.506174","","","","","","","","","","","088-689-1201","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","樋殿谷集会所","鳴門市大麻町板東字樋殿谷99-2","34.166874","134.509488","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","萩原団地集会所","鳴門市大麻町萩原字西山田68-35","34.157029","134.51061","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","萩原集会所","鳴門市大麻町萩原字アコメン11-3","34.154163","134.513404","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","板東南ふれあいセンター（旧川崎幼稚園）庁舎","鳴門市大麻町川崎394","34.142258684504","134.520645846552","","","","","","","","","","","088-689-2767","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","人権福祉センター","鳴門市大麻町三俣字前野18","34.140491","134.527894","","","","","","","","","","","088-689-2090","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","医王集会所","鳴門市大麻町市場字大道34-1","34.13507","134.533998","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","馬詰集会所","鳴門市大麻町中馬詰字居屋敷18-5","34.141983","134.540892","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","高畑集会所","鳴門市大麻町高畑字居屋敷127-2","34.153761","134.531305","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","池谷集会所","鳴門市大麻町池谷字長田103-2","34.156398","134.528055","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","大谷集会所","鳴門市大麻町大谷字椢原14","34.166838","134.54028","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","堀江公民館","鳴門市大麻町大谷字道の上24","34.161532","134.540036","","","","","","","","","","","088-689-0040","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","堀江北小学校（体育館）","鳴門市大麻町大谷字中筋41","34.1603448677327","134.541485955861","","","","","","","","","","","088-689-0016","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波,内水氾濫",""
"","姫田集会所","鳴門市大麻町姫田字森崎57-2","34.159949","134.546094","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","小森集会所","鳴門市大麻町姫田字東百地1-4","34.164217","134.559734","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","大津団地集会所","鳴門市大津町矢倉字西の越2-2","34.146558","134.591277","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","鳴門渦潮高等学校（体育館）","鳴門市大津町吉永595","34.1646148343313","134.601219777769","","","","","","","","","","","088-686-4565","指定緊急避難場所（法指定）","洪水,地震,津波,内水氾濫",""
"","備前島集会所","鳴門市大津町備前島字荒神の越164-3","34.162431","134.579344","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","段関野崎集会所","鳴門市大津町段関字沖野21-6","34.1525760000014","134.569296728839","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","段関集会所","鳴門市大津町段関字西53-2、53-3","34.1614751516112","134.564385546321","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","大代集会所","鳴門市大津町大代1213-2","34.166206","134.567078","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","大代前場集会所","鳴門市大津町大代1133-1","34.168445","134.567538","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","大津中央公民館","鳴門市大津町大代679-2","34.166346","134.570804","","","","","","","","","","","088-686-5569","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","大幸集会所","鳴門市大津町大幸字若宮の元14","34.153921","134.554882","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","里浦北集会所","鳴門市里浦町里浦字坂田415-5","34.177064","134.629683","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","里浦小学校（体育館）","鳴門市里浦町里浦字西浜401","34.16683435","134.6261856","","","","","","","","","","","088-686-0236","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","里浦集会所","鳴門市里浦町里浦字花面350-2","34.173567","134.626358","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","里浦農業協同組合","鳴門市里浦町里浦字花面233-1","34.175588","134.624888","","","","","","","","","","","088-685-2111","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","里浦公民館","鳴門市里浦町里浦字花面535-2","34.171452","134.625098","","","","","","","","","","","088-685-2275","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","北浜老人憩いの家","鳴門市撫養町北浜字宮の東4-2","34.180694","134.614003","","","","","","","","","","","088-685-7037","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","岡崎集会所","鳴門市撫養町岡崎字二等道路東41-2","34.181245","134.620446","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","弁財天集会所","鳴門市撫養町弁財天字三ツ井丁4-2","34.179962","134.617876","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","林崎集会所","鳴門市撫養町林崎字南殿町28-2","34.1769627195296","134.614255203703","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","立岩塩浜集会所","鳴門市撫養町立岩字元地196","34.172253","134.617329","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","川東公民館","鳴門市撫養町立岩字内田63-2","34.176066","134.614309","","","","","","","","","","","088-685-0923","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","林崎小学校（体育館）","鳴門市撫養町立岩字内田73-1","34.17625196","134.6161333","","","","","","","","","","","088-686-2469","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","鳴門市立図書館","鳴門市撫養町大桑島字蛭子山11","34.185687","134.602969","","","","","","","","","","","088-686-4548","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","勤労者体育センター","鳴門市撫養町大桑島字濘岩浜35-8","34.185186","134.613845","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","鳴門市剣道場","鳴門市撫養町大桑島字濘岩浜35","34.184885","134.614591","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","聖母幼稚園","鳴門市撫養町黒崎字松島208","34.188363","134.60041","","","","","","","","","","","088-685-0079","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","黒崎集会所","鳴門市撫養町黒崎字清水52-1","34.189202","134.597162","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","黒崎幼稚園","鳴門市撫養町黒崎字清水86-2","34.189161","134.595957","","","","","","","","","","","088-686-9478","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","鳴門渦潮高等学校　撫養グラウンド（クラブハウス2階）","鳴門市撫養町南浜字馬目木58","34.1722462504196","134.595516261417","","","","","","","","","","","088-685-1107","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,津波,内水氾濫",""
"","第一中学校（体育館）","鳴門市撫養町南浜字浜田37-1","34.1727435457207","134.604674138567","","","","","","","","","","","088-685-2542","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,津波,内水氾濫",""
"","徳島北農協撫養支所","鳴門市撫養町南浜字東浜32-8","34.1729057511823","134.609757008593","","","","","","","","","","","088-685-0121","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","市民会館","鳴門市撫養町南浜字東浜170","34.173012","134.608993","","","","","","","","","","","088-684-1181","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","東浜集会所","鳴門市撫養町南浜字東浜274","34.174972","134.609929","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","木津元村集会所","鳴門市撫養町木津1123-2","34.170318","134.582316","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","天理教撫養大教会","鳴門市撫養町木津461","34.168822","134.577005","","","","","","","","","","","088-686-3214","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,内水氾濫",""
"","鳴門・大塚スポーツパーク（武道館）","鳴門市撫養町立岩字四枚61","34.1678102","134.6153064","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","大代山路集会所（集会所）","鳴門市大津町大代997-1","34.170671","134.566212","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,内水氾濫",""
"","堀江南小学校（校舎）","鳴門市大麻町西馬詰字橋ノ本7","34.144984","134.540956","","","","","","","","","","","088-689-0014","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","第一小学校（校舎）","鳴門市大津町木津野字内田11","34.168645","134.593538","","","","","","","","","","","088-685-1301","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","大津西小学校（校舎）","鳴門市大津町大代1210","34.166654","134.567446","","","","","","","","","","","088-686-3509","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","鳴門・大塚スポーツパーク（アミノバリューホール）","鳴門市撫養町立岩字四枚61","34.16899971","134.6154352","","","","","","","","","","","088-685-3131","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,津波,内水氾濫",""
"","桑島小学校（校舎）","撫養町大桑島字与三左谷6","34.184826","134.607089","","","","","","","","","","","088-686-2239","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","黒崎小学校（校舎）","鳴門市撫養町黒崎字宮津88-1","34.187559","134.59681","","","","","","","","","","","088-686-2243","指定緊急避難場所（法指定）","洪水,津波",""
